tweet_id,text,language,type,bookmark_count,favorite_count,retweet_count,reply_count,view_count,created_at,client,hashtags,urls,media_type,media_urls
'1889284290929742233',https://t.co/wxnMEIscus,zxx,Reply,0,10,0,2,7209,2025-02-11 07:04:10,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,https://x.com/orangebook_/status/1889274113975525496?s=46&t=lDrINRCS3ZhDXEMYONJXWA,,
'1929536491853627793',https://t.co/QkhqfjrcpD,zxx,Reply,1,7,1,1,3397,2025-06-02 09:52:03,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,https://x.com/orangebook_/status/1929532027042492670,,
'1929285900292202632',"One of the simplest things you can do for people you love is to figure out how to stay high-energy, optimistic, and genuinely kind with consistency.",en,Tweet,1288,4336,486,45,200603,2025-06-01 17:16:17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1929139861098799265',"Most happy people I know are actually employed doing something they are suited for, they have a family they love, they have a nearly non-existent presence on social media, they have hobbies that have nothing to do with earning more money, they don’t take themselves too seriously.",en,Tweet,530,1724,170,49,118280,2025-06-01 07:35:59,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1928814228762407144',"Once you understand the sequence of events that your ancestors had to overcome in order for you to be born, you can only feel grateful about your current life.",en,Tweet,273,1658,183,48,94012,2025-05-31 10:02:02,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1928681403962548654',"Life does get better as you get smarter, but only if you live in a country where intelligence is respected and valued.",en,Tweet,228,1470,179,50,105100,2025-05-31 01:14:14,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1928277575832395928',"No one is ever ignoring you, everyone is focused on their goals, and you should be doing the same.",en,Tweet,357,1910,222,54,104019,2025-05-29 22:29:34,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1928269841779069158',"There are so many smart young people who become very ""boring"" as they get older because as they chase wealth and play status games, they gradually learn what they are supposed or not supposed to say, they become a cliché, and it makes the conversations superficial and predictable",en,Tweet,325,1244,120,48,57885,2025-05-29 21:58:50,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1928267637211156958',"The best conversations happen one-on-one between two people who don't have an agenda, only the genuine desire to learn about the other.",en,Tweet,176,1172,142,41,45997,2025-05-29 21:50:04,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1928086847248289939',"You are not anxious because there are uncertainties, there will always be many uncertainties; you are anxious because you have never grown enough courage to embrace the reality that you will never be fully in control.",en,Tweet,476,1653,199,50,94437,2025-05-29 09:51:41,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1927921183930077223',"Too many people are forcing their connections with others. 

Stop trying to figure out “how to win friends and influence people.”

You should be focused on becoming who you want to be: the most healthy, smart, wise, wealthy, happy version of yourself, and you will naturally meet a lot of people during the process.

Most encounters will lead nowhere, a few encounters will be life-changing, and these will often be very serendipitous and unexpected.

Remember that great friendships are effortless; your vibes and values feel aligned, you will understand each other even without talking much, you will want the best for each other, there will be no drama or misunderstanding, and you will look back many years from now, and it will be obvious that you were meant to write one or many chapters together.",en,Tweet,499,1246,163,31,103212,2025-05-28 22:53:23,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1927733484631547926',It’s so much easier to be happy for the success of others when you are already happy with your own.,en,Tweet,141,1279,117,45,88144,2025-05-28 10:27:32,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1927658517143711949',@DellAnnaLuca 😂😭,qme,Reply,0,2,0,1,1374,2025-05-28 05:29:39,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1926996642831474998',It’s actually simpler to become talented when you are not smart enough to doubt all your decisions.,en,Tweet,319,1790,155,51,86107,2025-05-26 09:39:36,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1926959857577369636',"Anxiety is the sign that you aren’t acting proactively enough: you shouldn’t have time to live in your mind, you should be busy preparing the roads towards your big goals, you should be training your body, your mind, your skills, you should be trying, reflecting, doing, living.",en,Tweet,1535,4043,465,60,179446,2025-05-26 07:13:25,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1926838585048657933',"True wealth is simple:

A healthy body, a relaxed mind, a loving family, enough financial freedom, living in a neighborhood you love that offers many possibilities, a long-term goal that nurtures your unique gifts and makes you grow into the most confident version of yourself.",en,Tweet,577,1511,196,50,114982,2025-05-25 23:11:32,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1926511709046387119',"When you are physically healthy, you want to exercise, train your body, explore the world

When you are mentally healthy, you want to study, satisfy your curiosity, stretch the limits of your mind

When you are spiritually healthy, you want to bring your contribution, share your love, connect deeply with others",en,Tweet,1131,3006,387,57,214698,2025-05-25 01:32:38,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1926471848893509985',"The more insecure you are about who you are and about the life you are living, and the more often you get angry at everyone and everything. Calm people are just people who are internally at peace.",en,Tweet,457,1677,188,38,109144,2025-05-24 22:54:15,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1925879999355105345',"It’s always the people who have never created or built anything that are the most judgmental of the work of others. 

People who are focused on their own product neither have the mental space nor the time for that.",en,Tweet,263,1430,179,56,107381,2025-05-23 07:42:27,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1925863361780011274',"If you are ambitious enough, you will naturally cultivate and grow your mental strength, because it’s impossible to clear any ambitious goal with the mindset of a victim.",en,Tweet,361,1810,223,36,74494,2025-05-23 06:36:20,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1925706177595248769',"There will always be one more financial opportunity, one more city to visit, one more book to study, one more skill to polish, but part of living a meaningful life is to understand that everything you do has a hidden cost, in terms of mental health, in terms of relationships with others, in terms of appreciating a lot of simple things in life that have nothing to do with money, productivity, conventional success.",en,Tweet,457,1298,177,25,108262,2025-05-22 20:11:45,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1925538561270718670',"Money buys sustainable peace of mind if you know how to spend it:

- no more stress due to an environment where things don't work, you can just move to another place where things work smoothly.

- no more stress due to a society where you have to argue all the time about nonsensical debates, you can just move to another place where people are smarter and wiser.

- no more stress due to not being able to afford rent, bills, reparations, groceries, safe neighborhood for your family, you can just afford better services.

- no more stress due to being forced to maintain relationships ""just in case"" - you are independent, you hang out with people because you enjoy their company, not because you might need them.

- no more stress due to being treated with a lot of contempt by the many insecure people who love to belittle and mock those who are in a position of weakness.

- no more stress due to worrying about whether you are productive enough, you can revert back to the carefree mindset you used to have as a child, you can read books for the pleasure of reading, you can follow your curiosity and learn what truly interests you, everything doesn't have to be about money.

- no more stress due to feeling imprisoned in a routine that doesn't allow you to become the fittest, smartest, healthiest, most creative version of yourself, you are your own boss, you are in total control of your time, you grow in the direction you decide.

In short, you just want the money in order to no longer have to think about the money at all.",en,Tweet,526,972,160,31,99047,2025-05-22 09:05:42,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
